,track_name,artist_uri,artist_name,genre,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
spotify:track:1mazAW31oI50KA3YLB6UTZ,ABC,spotify:artist:6niigcazB2JPcpasZfZvq1,박혜진 Park Hye Jin,korean dream pop,51,47776,0.778,0.857,8,-7.037,0,0.0576,0.00366,0.661,0.116,0.439,120.003,4,happy
spotify:track:2YvozvgxDiTZDZzQGEdSTi,Group Therapy,spotify:artist:6wKxOKEA3K6R2UZ3COLXEY,Elohim,electropop,58,134398,0.704,0.815,5,-3.6,1,0.283,0.484,7.85e-05,0.103,0.907,183.877,4,happy
spotify:track:11VPN6SfBRRmF2fESXlNep,Nirvana,spotify:artist:5t0KCCFs6BIelOxE4XGDRT,ELLIANA,indie electropop,45,3417,0.479,0.402,4,-9.573,1,0.0311,0.321,4.11e-05,0.116,0.153,134.035,4,happy
spotify:track:0xORFaXxl07BtES8IAJ7OD,Youuu,spotify:artist:0ZxZlO7oWCSYMXhehpyMvE,COIN,indie pop,69,373773,0.528,0.619,2,-6.959,1,0.0282,0.0029,0.0,0.291,0.0845,102.951,4,happy
spotify:track:0zEKfIm5b8EUcDM3qoPXKX,Lose My Mind (feat. Mr Gabriel),spotify:artist:24V5UY0nChKpnb1TBPJhCw,Jai Wolf,edm,62,225217,0.606,0.775,0,-6.038,0,0.04,0.0086,0.498,0.305,0.508,140.013,4,happy
spotify:track:0UdYkM8rQeOV9B8n65fsfN,Running Red Lights (feat. Rivers Cuomo & Pink Siifu),spotify:artist:3C8RpaI3Go0yFF9whvKoED,The Avalanches,alternative dance,70,345159,0.672,0.684,2,-6.084,1,0.0235,0.258,0.0,0.393,0.664,100.51,4,happy
spotify:track:4qeidmYMAh6ZC7plRhMSiy,Acetone,spotify:artist:2PJ06l59DomDd440az768u,Landon Conrath,na,38,1585,0.61,0.714,3,-8.518,1,0.0475,0.423,0.00128,0.126,0.454,157.964,4,happy
spotify:track:0q4DKLmKq242eGXUIbmKuP,Imaginary Friends - St. Lucia Remix,spotify:artist:2xUsnfrcs3h2FzdRQvGmGM,Japanese Wallpaper,australian indie,52,25461,0.587,0.7,6,-6.893,0,0.219,0.0696,1.43e-05,0.0625,0.451,186.029,4,happy
spotify:track:3FUWD1PXnb6wxRpxqEp1zc,Let Go Today,spotify:artist:4wO0kHiOwf8l9VMJJN9HmG,Shoffy,alternative r&b,62,89156,0.84,0.193,8,-11.186,1,0.0696,0.182,0.0,0.173,0.204,99.99,4,happy
spotify:track:3Bqw48ecyeeOHvuU1jYy6C,Potions,spotify:artist:4ptJIIR10UVlGjN0VntFaK,Day Wave,bay area indie,55,98527,0.646,0.705,7,-5.816,1,0.0294,0.495,4.77e-05,0.151,0.223,91.513,4,happy
spotify:track:1FuQy32K6DPowR1cBhVbS7,Nothing,spotify:artist:1fzPKzbxV0zBhhquKXLisN,SADBOii,na,35,806,0.51,0.666,7,-7.008,1,0.0861,0.474,0.0,0.0775,0.213,179.96,4,happy
spotify:track:3xaugmCyXrVkrDTXbFkMW3,Sanctuary,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,Joji,alternative r&b,86,3867707,0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,4,happy
spotify:track:5AiwOMZLbmaTos05YwxoQz,Nostalgic - filous Remix,spotify:artist:7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,edm,67,344366,0.769,0.666,0,-4.859,1,0.193,0.267,0.0205,0.333,0.285,103.777,4,happy
spotify:track:13u0k2UFMQ4zlLMhJdshGa,Deep Sea Diver,spotify:artist:02Gz7Nb7bIi0oxLIXYELYd,The Foxies,charlotte nc indie,35,4009,0.644,0.645,0,-6.459,1,0.0336,0.0747,2.96e-05,0.109,0.485,89.979,4,happy
spotify:track:1dS91GGSKkkpIwKnEM4n8j,Everybody Wants To Be Loved,spotify:artist:7FU0xCgmSYQEiBeevUqQ4S,Yoke Lore,electropop,64,107239,0.656,0.574,9,-7.66,0,0.0808,0.00235,0.527,0.713,0.251,119.498,4,happy
spotify:track:0HIQTdxeEgAim6XGO31tGl,Loser,spotify:artist:5cVeSOiS002MF1uiUFOPV5,Mob Rich,na,53,19200,0.547,0.676,1,-5.169,1,0.15,0.0548,0.0117,0.0662,0.729,173.965,4,happy
spotify:track:4bE6D10MEtSdDt1lxXgTro,dancing around,spotify:artist:0szWPxzzE8DVEfXFRCLBUb,flor,electropop,56,126199,0.726,0.657,10,-7.066,0,0.0327,0.00765,0.000248,0.0975,0.629,114.996,4,happy
spotify:track:11xILcyUmIjr2XpM6mpEvA,Play Too Much,spotify:artist:5qfkUSH3ip5dD2eEPhjkT3,Kyle Dion,alternative r&b,54,121036,0.877,0.452,9,-5.773,0,0.0898,0.456,4.37e-06,0.139,0.89,110.021,4,happy
spotify:track:7egj375ez0KtF3bYCfAHdZ,Crashing (feat. Bahari),spotify:artist:45eNHdiiabvmbp4erw26rg,ILLENIUM,edm,78,1000850,0.582,0.681,5,-6.138,1,0.0458,0.342,0.0,0.186,0.273,95.995,4,happy
spotify:track:7tsHqxfepei1AdLjy93XIv,Summer,spotify:artist:2CUeVZl8E9ouggdBhyclFx,Chloe Lilac,indie electropop,48,29040,0.639,0.531,4,-5.531,1,0.0277,0.282,1.45e-06,0.111,0.318,112.926,4,happy
spotify:track:1iQDltZqI7BXnHrFy4Qo1k,Trampoline (with ZAYN),spotify:artist:3KwmxIhSe9UTSEF37kwngR,SHAED,electropop,67,121351,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,4,happy
spotify:track:67J01Vb3WHz7QuuBriVdJQ,Friends,spotify:artist:7o7mC95EDbJKTcPAAs8C3r,Big Gigantic,edm,61,214736,0.667,0.834,5,-4.205,0,0.13,0.187,1e-06,0.0515,0.674,95.015,4,happy
spotify:track:696DnlkuDOXcMAnKlTgXXK,ROXANNE,spotify:artist:0vRvGUQVUjytro0xpb26bs,Arizona Zervas,pop rap,77,550381,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,5,happy
spotify:track:78IGDfiO57RIAYSV3LfaGa,Yasmin you will never hear this,spotify:artist:03TisRLz25RdilInRpqMZj,Mikey Mike,na,42,13900,0.416,0.628,0,-6.052,1,0.176,0.793,0.0,0.0774,0.404,78.101,1,happy
spotify:track:3dFj5uaJiP7I9Dz4OTN8wk,Pink & Blue - RAC Mix,spotify:artist:5oOhM2DFWab8XhSdQiITry,Tycho,chillwave,64,591449,0.671,0.721,5,-7.378,1,0.0384,0.131,0.376,0.199,0.448,118.043,4,happy
spotify:track:3TTWpDAiJfyoJDd5v2F8C3,Throwaway (with Clairo),spotify:artist:0GG2cWaonE4JPrjcCCQ1EG,SG Lewis,alternative r&b,70,220074,0.789,0.49,2,-6.588,1,0.0392,0.784,0.000598,0.112,0.869,140.034,4,happy
spotify:track:1M321puDN1WBd5NF0ogOKW,Habit,spotify:artist:4iMO20EPodreIaEl8qW66y,Still Woozy,bedroom pop,73,565759,0.766,0.402,1,-11.155,1,0.107,0.27,0.0007,0.106,0.466,125.107,4,happy
spotify:track:65Bynqyt59f3fojjs1Uo41,Stay With Me (feat. Jeremy Zucker),spotify:artist:4BzCdhJTyTS3gumq9xmymb,ayokay,electropop,59,118170,0.694,0.695,2,-6.612,1,0.0705,0.489,0.000159,0.131,0.468,100.035,4,happy
spotify:track:2o6dL3brUkkiuFRdrLfdG7,I'm Good,spotify:artist:0FL2d6iFFNAV3yBUbXjZ1U,Wafia,australian indie,62,83995,0.738,0.696,1,-3.59,1,0.0305,0.0236,9.09e-05,0.338,0.892,101.989,4,happy
spotify:track:18ZjYJcgFWiBhnvFzh5m3N,Favorite Drug,spotify:artist:7d1ybPEhoZkeQhKHIyl9U9,daydream Masi,na,42,6337,0.737,0.721,0,-5.458,1,0.0541,0.278,1.24e-05,0.0919,0.353,100.038,4,happy
spotify:track:5NDrYaYzObrqyNsYmfTdxK,Feels Like a Dream,spotify:artist:4ArPQ1Opcksbbf3CPwEjWE,Emilee,social media pop,74,64708,0.667,0.486,1,-10.377,0,0.0351,0.667,0.00321,0.0492,0.928,199.729,4,happy
spotify:track:5zkZff8E84umaBtOMO5ZQi,Real For You,spotify:artist:0lzV2CiahHRiGd6qpADtPS,James Hersey,tropical house,55,49149,0.65,0.527,5,-7.465,0,0.532,0.132,0.0,0.0902,0.705,120.094,5,happy
spotify:track:7Ea5tyMeUFOvtJbXsqqtdm,The River,spotify:artist:1WgXqy2Dd70QQOU7Ay074N,AURORA,art pop,73,1106105,0.569,0.738,2,-5.739,1,0.0374,0.102,0.0117,0.0996,0.242,94.967,4,happy
spotify:track:7njzY44c9xIbh8igjEd9K8,Carousel,spotify:artist:0x0u0jCVf5Jf4DNh45XPXL,Skylar Spence,future funk,47,47747,0.731,0.745,1,-5.846,1,0.0293,0.000519,0.00167,0.0679,0.734,115.011,4,happy
spotify:track:2MDLioU5AzJf5uA48lxk2t,Cold Blooded,spotify:artist:1iwseab2dozTUHoF5taAdf,Jarami,scandipop,47,13420,0.77,0.688,5,-5.547,0,0.0362,0.307,0.026,0.102,0.51,114.99,4,happy
spotify:track:1BzdE75pSHlsqF2roxxEWk,11 Hours - Branchez Remix,spotify:artist:2i9uaNzfUtuApAjEf1omV8,Wet,brooklyn indie,57,223847,0.687,0.352,8,-8.229,1,0.0759,0.626,0.000151,0.133,0.155,122.955,4,happy
spotify:track:1MboFNLuzrmG98WWcoam6B,Red Hearse,spotify:artist:2922Q2qAcxb0hRD0LtPcFc,Red Hearse,na,45,19028,0.719,0.707,9,-8.217,1,0.266,0.0271,0.00865,0.148,0.071,197.942,4,happy
spotify:track:6ZahaGPhyiXTi1pLEtGM6e,Sweet Little Lies,spotify:artist:5vBrKGOjN10BMwB0cJADj4,bülow,dance pop,65,297579,0.648,0.727,0,-3.791,1,0.142,0.229,0.0,0.17,0.689,160.024,4,happy
spotify:track:74d9QhneUCIUvO00ev5kyX,Just a Little Longer,spotify:artist:7eCmccnRwPmRnWPw61x6jM,SHY Martin,electropop,69,203836,0.85,0.551,0,-7.197,1,0.0572,0.0559,0.0,0.161,0.634,104.967,4,happy
spotify:track:4gSEZ8dkB4GrrIowsib0l9,Paper Cut,spotify:artist:7AOCUMe3rKW4o3uADBNwVy,Sophie Simmons,la pop,55,8152,0.92,0.647,0,-8.553,1,0.119,0.459,0.00855,0.0766,0.259,105.011,4,happy
spotify:track:7pBrj5rt4SSxXwFKOyZfHR,Dissolve,spotify:artist:7gAYvcQFmAruyvwGjxrSUr,Absofacto,indie psych-pop,65,94899,0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,4,happy
spotify:track:2QIvCZTFVnky13XShl1zWJ,Warpaint,spotify:artist:1AhjOkOLkbHUfcHDSErXQs,88rising,asian american hip hop,71,611293,0.68,0.658,1,-5.356,1,0.0535,0.082,0.0324,0.109,0.278,128.921,4,happy
spotify:track:5b88tNINg4Q4nrRbrCXUmg,"Happy - From ""Despicable Me 2""",spotify:artist:2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,pop rap,80,3372948,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,4,happy
spotify:track:5YbgcwHjQhdT1BYQ4rxWlD,Don't Worry Be Happy,spotify:artist:2FjkZT851ez950cyPjeYid,Bobby McFerrin,a cappella,59,141466,0.681,0.163,11,-22.597,1,0.165,0.881,7.62e-05,0.0688,0.771,69.283,4,happy
spotify:track:6ziu09sltKO0HGBhsYTrj8,(What A) Wonderful World - Remastered,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,adult standards,70,1110353,0.524,0.543,11,-9.889,1,0.0397,0.734,0.0,0.275,0.877,128.091,4,happy
spotify:track:5AgBTydLo0Nnax5ZYtIpCU,Mess Around,spotify:artist:1eYhYunlNJlDoQhtYBvPsi,Ray Charles,adult standards,68,1653693,0.603,0.755,8,-6.574,1,0.0333,0.896,0.0445,0.119,0.907,149.502,4,happy
spotify:track:3pf96IFggfQuT6Gafqx2rt,Sunny,spotify:artist:54R6Y0I7jGUCveDTtI21nb,Boney M.,europop,75,825679,0.647,0.868,0,-6.427,0,0.105,0.0876,0.124,0.129,0.803,121.822,4,happy
spotify:track:2hFGRnhJJLhs7xGvHnZhc5,Lively Up Yourself,spotify:artist:2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,reggae,81,8964827,0.88,0.663,2,-8.372,1,0.0722,0.629,0.31,0.0853,0.966,128.896,4,happy
spotify:track:6tkUpW6fRi2UrLL68hK9cj,Heatwave,spotify:artist:3Hut5CO4gDNYQfG63a7Wl4,Martha Reeves,na,25,1560,0.612,0.754,10,-7.154,0,0.114,0.361,1.55e-06,0.0449,0.853,168.055,4,happy
spotify:track:27QPUMZa2t1jfgtjGYvWHS,Love Shack,spotify:artist:3gdbcIdNypBsYNu3iiCjtN,The B-52's,art rock,62,622737,0.682,0.901,5,-3.917,0,0.0545,0.0267,0.0,0.704,0.865,133.652,4,happy
spotify:track:0Mqrx2ADe0QUYodcioh0VD,Walking On Sunshine,spotify:artist:0eUVbl6fC6fVsT7xnkSzVJ,Katrina,sevilla indie,24,1270,0.49,0.966,10,-1.889,1,0.111,0.0397,2.56e-06,0.087,0.953,218.773,4,happy
spotify:track:6sh2gkdFAxmDEIwtLRrJyR,Everybody Dance - 2006 Remaster,spotify:artist:0Xf8oDAJYd2D0k3NLI19OV,CHIC,disco,63,464881,0.682,0.829,5,-8.215,0,0.0548,0.201,0.00258,0.0837,0.89,129.761,4,happy
spotify:track:2ZNTPtYmAhN9vCwnAgqKn1,"Shout, Pts. 1 & 2",spotify:artist:53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,classic soul,65,1136870,0.489,0.866,10,-7.433,1,0.0933,0.753,0.0,0.876,0.416,138.63,4,happy
spotify:track:4wrS2dvdYei9jZN0JlUBP6,Twist And Shout,spotify:artist:6RQkaOWddQmiLLJqSgnTbm,Chaka Demus & Pliers,funana,56,100784,0.802,0.82,2,-9.196,1,0.0334,0.224,0.0,0.293,0.977,128.954,4,happy
spotify:track:20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,spotify:artist:6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,canadian pop,75,4391795,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,happy
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),spotify:artist:3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,dance pop,79,875525,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,happy
spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,classic rock,89,31035879,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4,happy
spotify:track:2Uy6EhQXAYkXA6MohPgjpV,One More Time - Radio Edit [Short Radio Edit],spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,electro,81,6987447,0.648,0.671,2,-8.49,1,0.104,0.0348,0.0,0.376,0.533,122.891,4,happy
spotify:track:4cuB1Z3whEUoPLIjlHCkp3,It's Not Unusual,spotify:artist:1T0wRBO0CK0vK8ouUMqEl5,Tom Jones,adult standards,66,512868,0.485,0.864,0,-5.806,1,0.0828,0.683,0.0,0.219,0.887,92.482,4,happy
spotify:track:4BFMQ15vXr626UOoZL8bUI,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",spotify:artist:1XE70WwxhnrXNAJYQQ9ygx,Bill Medley,soft rock,60,22705,0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,4,happy
spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,dance pop,77,5666845,0.425,0.954,1,-3.756,0,0.0476,0.00411,0.0,0.0555,0.933,178.043,4,happy
spotify:track:27hVt78mMRYTuEKJWfjIT8,Build Me Up Buttercup,spotify:artist:4GITZM5LCR2KcdlgEOrNLD,The Foundations,brill building pop,61,59719,0.727,0.435,0,-13.408,1,0.129,0.696,7.33e-06,0.127,0.673,133.408,4,happy
spotify:track:0rTkE0FmT4zT2xL6GXwosU,I Got You (I Feel Good),spotify:artist:32r72WOqqRO1DtSznId7Lr,James Brown & The Famous Flames,motown,59,104587,0.608,0.471,0,-8.664,1,0.0945,0.446,3.63e-06,0.369,0.682,70.702,3,happy
spotify:track:01gDLZsi0j5fWC28FLPNO8,Move on Up - Extended Version,spotify:artist:2AV6XDIs32ofIJhkkDevjm,Curtis Mayfield,chicago soul,63,759417,0.584,0.975,11,-6.534,0,0.0651,0.141,0.501,0.101,0.876,138.341,4,happy
spotify:track:5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,spotify:artist:4apX9tIeHb85yPyy4F6FJG,Wild Cherry,disco,56,119953,0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,4,happy
spotify:track:7sm3orGGwNFqmWFSPRl8eT,Give It Up,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,disco,64,627123,0.84,0.654,3,-12.135,1,0.0621,0.08,0.000259,0.063,0.841,125.68,4,happy
spotify:track:1yWc4aC8zphMCDmwZ9Ch7K,Shake Your Body (Down to the Ground) - Remastered Single Version,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,pop,84,16862454,0.792,0.796,0,-5.503,1,0.0973,0.0308,0.0,0.354,0.824,117.513,4,happy
spotify:track:5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,pop,84,16862454,0.888,0.815,11,-4.909,0,0.0404,0.23,0.000424,0.127,0.961,127.273,4,happy
spotify:track:0ew27xRdxSexrWbODuLfeE,I'm Coming Out,spotify:artist:3MdG05syQeRYPPcClLaUGl,Diana Ross,adult standards,70,1195986,0.739,0.917,5,-4.459,1,0.0504,0.177,0.119,0.0834,0.749,110.163,4,happy
spotify:track:0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA,europop,80,5057444,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4,happy
spotify:track:2xiOdusRnZezQok1RgLNeS,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",spotify:artist:1LZEQNv7sE11VDY3SdxQeN,Bee Gees,disco,78,3949500,0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009,4,happy
spotify:track:1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,spotify:artist:3PhoLpVuITZKcymswpck5b,Elton John,glam rock,85,6343307,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,4,happy
spotify:track:07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,album rock,84,5760358,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,4,happy
spotify:track:34AmZ4PMz9iNZVp9AMIGZj,Rock Around The Clock,spotify:artist:3MFp4cYuYtTZe3d3xkLLbr,Bill Haley & His Comets,adult standards,56,194969,0.609,0.526,9,-13.106,1,0.43,0.139,0.0,0.0946,0.93,173.179,4,happy
spotify:track:1dLWojsdAuC1N6gFFrGaoK,Young Hearts Run Free,spotify:artist:3S34Unhn5yRcaH5K9aU5Et,Candi Staton,classic soul,56,50105,0.635,0.764,3,-5.535,1,0.0316,0.22,0.0,0.165,0.672,120.004,4,happy
spotify:track:5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,American Authors,indie poptimism,69,1148024,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,happy
spotify:track:3ohLnESFgYACPMCkoTOzqE,The Twist,spotify:artist:7qQJQ3YtcGlqaLg5tcypN2,Chubby Checker,adult standards,57,201068,0.533,0.638,4,-7.13,1,0.0341,0.202,0.0,0.0729,0.937,156.663,4,happy
spotify:track:55h7vJchibLdUkxdlX3fK7,Treasure,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,dance pop,88,28074312,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,4,happy
spotify:track:0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2,irish rock,81,7699900,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,4,happy
spotify:track:6baXQv3LOC5RTELpOzqsvY,Never Forget,spotify:artist:1XgFuvRd7r5g0h844A5ZUQ,Take That,boy band,67,937196,0.627,0.687,9,-9.85,1,0.0424,0.382,1.56e-06,0.0493,0.576,91.201,4,happy
spotify:track:2UqbWOTgLcMMjtMQjycFro,Let It Go - English Version,spotify:artist:73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,hollywood,78,325288,0.548,0.491,8,-6.884,1,0.0303,0.589,0.0,0.123,0.356,137.009,4,happy
spotify:track:20B9NtA8clQJuTebpZWZvC,Wonderwall,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,Oasis,beatlesque,79,5781767,0.411,0.888,6,-4.337,0,0.0331,0.000759,0.0,0.194,0.688,174.567,4,happy
spotify:track:6ebxt3Iylxe0GcEuUGlIvb,Dreaming of You,spotify:artist:6OiHleP2bHM18dXq4aZQWt,The Coral,britpop,55,189694,0.441,0.684,9,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,4,happy
spotify:track:15RgdXlKJQTNMsR4hAzIGh,Wake up Boo!,spotify:artist:6UYwzZChuolxsylHcZcBBP,The Boo Radleys,alternative pop,40,28500,0.471,0.896,6,-6.701,1,0.105,0.0725,0.0,0.193,0.555,144.838,4,happy
spotify:track:682nhC3aQtY9HwrC2P2vz4,The Way You Make Me Feel - Single Version,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,pop,84,16862454,0.759,0.818,1,-6.011,1,0.216,0.0467,0.000158,0.103,0.535,171.708,3,happy
spotify:track:3i3GeK0qLQybu4ah42YmCY,Smooth (feat. Rob Thomas),spotify:artist:6GI52t8N5F02MxU0g5U69P,Santana,blues rock,72,1829248,0.612,0.924,9,-3.877,1,0.0316,0.159,4.34e-05,0.103,0.96,115.953,4,happy
spotify:track:1oFiPGBafH9Woo9AMwgBSl,I'm Every Woman,spotify:artist:6mQfAAqZGBzIfrmlZCeaYT,Chaka Khan,dance pop,66,1041520,0.617,0.879,0,-7.564,0,0.0455,0.127,5.71e-05,0.339,0.746,114.453,4,happy
spotify:track:3TkMsJZVZkYSsGtwkXx6br,Pencil Full of Lead,spotify:artist:7x5rK9BClDQ8wmCkYAGsQp,Paolo Nutini,british soul,66,989426,0.735,0.767,7,-6.536,1,0.116,0.324,0.0,0.146,0.833,106.132,4,happy
spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,dance pop,80,6128135,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4,happy
spotify:track:1v2zyAJrChw5JnfafSkwkJ,Shiny Happy People,spotify:artist:4KWTAlx2RvbpseOGMEmROg,R.E.M.,alternative rock,76,2768927,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,4,happy
spotify:track:6S9lcjREUTU4Yv5y7oMcv2,Woo Hoo,spotify:artist:5MZqcO35TJh5QXaFmvXmUy,The 5.6.7.8's,japanese garage rock,41,32140,0.566,0.811,11,-9.849,0,0.0435,0.732,0.645,0.596,0.961,127.944,4,happy
spotify:track:6wLr2oR8eqUG5Beleh2Crm,You Can Call Me Al,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,classic rock,71,1496896,0.777,0.725,5,-9.012,1,0.047,0.126,0.0108,0.0917,0.851,128.349,4,happy
spotify:track:4OeFQtRyT7vsLnRTv7t8YT,The Best,spotify:artist:1zuJe6b1roixEKMOtyrEak,Tina Turner,disco,74,2184935,0.651,0.87,0,-5.149,1,0.0318,0.103,0.00815,0.0979,0.729,103.857,4,happy
spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,Good Vibrations - Remastered,spotify:artist:3oDbviiivRWhXwIE8hxkVV,The Beach Boys,baroque pop,78,2925407,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,4,happy
spotify:track:4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,spotify:artist:1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,dance pop,85,5115503,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,4,happy
spotify:track:4fZJG8y70r2hyw3Kb4sU4N,Ain't No Mountain High Enough - Stereo Version,spotify:artist:3koiLjNrgRTNbOwViDipeA,Marvin Gaye,classic soul,76,3751894,0.674,0.802,0,-7.085,1,0.0658,0.25,2.48e-06,0.161,0.742,129.355,4,happy
spotify:track:1CSLeVCXmetBh8IkTPMFdL,I'm a Believer,spotify:artist:320EPCSEezHt1rtbfwH6Ck,The Monkees,beatlesque,65,742485,0.503,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.462,4,happy
spotify:track:4Jc6v1ckYrOFv2LccTjAUT,I Will Survive,spotify:artist:6V6WCgi7waF55bJmylC4H5,Gloria Gaynor,disco,66,560424,0.699,0.616,11,-10.702,0,0.0704,0.0398,0.0,0.105,0.464,117.883,4,happy
spotify:track:3TZwjdclvWt7iPJUnMpgcs,Jump Around,spotify:artist:0AuW7OCyKfFrsMbtHrYgIV,House Of Pain,gangster rap,61,391947,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,4,happy
spotify:track:29OrKlVi8EM1u8VDIlF4qO,Place Your Hands,spotify:artist:191Koh7PSIi28IrGAGoINO,Reef,britpop,46,41459,0.506,0.983,2,-3.249,1,0.0944,0.0262,1.74e-06,0.229,0.551,109.226,4,happy
spotify:track:70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO,dance pop,69,3599878,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,4,happy
spotify:track:1QvWxgZvTU0w8rlPRE5Zrv,Don't You Worry 'Bout A Thing,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,adult standards,81,4683762,0.714,0.726,11,-9.218,1,0.0408,0.0316,0.0,0.066,0.92,124.71,4,happy
spotify:track:1LksdaCxJlN5wHGanTvCzO,You Were Made For Me,spotify:artist:1wCc2Wgga1H8C7u57pcqYk,Freddie & The Dreamers,brill building pop,31,59599,0.576,0.532,7,-12.258,1,0.0355,0.585,0.0,0.555,0.825,151.689,4,happy
spotify:track:4N4De25HC2Y15YYIcop2zr,La Bamba,spotify:artist:7K78lVZ8XzkjfRSI7570FF,José Feliciano,latin pop,80,213853,0.621,0.768,0,-11.745,1,0.0446,0.0851,0.000787,0.324,0.959,150.826,4,happy
